Genres,revenue
Animation,6.99076721
Drama,7.585857854
Comedy,7.740689211
Drama,7.73773282
Drama,7.073726193
Action,7.322409102
Comedy,5.562452275
Action,1.176091259
Drama,5.202567322
Drama,6.184752739
Comedy,6.726839394
Drama,8.335986447
Drama,7.579783597
Adventure,7.541684098
Drama,8.008600172
Drama,6.670097815
Comedy,8.713190498
Drama,6.548753041
Drama,6.265115119
Animation,6.164944105
Drama,5.331639836
Drama,7.964640991
Action,8.003953336
Comedy,7.302889675
Drama,6.832765326
Drama,6.575674882
Drama,7.993039501
Drama,6.183260161
Drama,6.197176591
Drama,7.309141844
Drama,5.081419324
Drama,5.922725458
Drama,5.245890044
Drama,7.073242455
Action,6.981552741
Comedy,7.447158031
Comedy,5.91553596
Drama,3.972758084
Action,7.079181246
Comedy,7.144713533
Comedy,6.527326433
Comedy,5.967730922
Drama,6.303592791
Action,6.041392685
Action,7.041392685
Thriller,6.966141733
Drama,6.524739657
Animation,6.238046103
Comedy,7.147811105
Thriller,6.77740072
Drama,7.324821901
Comedy,6.81850031
Drama,8.208042186
Adventure,8.676665049
Drama,7.959977785
Action,7.75344184
Comedy,7.972075596
Drama,7.884624364
Thriller,7.547706665
Adventure,7.990865475
Action,7.018817293
Thriller,7.82732312
Comedy,7.673712259
Comedy,1.612783857
Comedy,8.565966313
Drama,8.363395207
Comedy,7.513823937
Action,8.053104885
Comedy,7.978756071
Animation,8.416136024
Drama,7.441624308
Comedy,7.838319357
Drama,5.852659286
Action,8.200669468
Comedy,7.560520544
Action,8.076529348
Comedy,7.702872422
Adventure,8.01902658
Action,6.22832489
Comedy,7.632322822
Action,7.851710342
Drama,8.325604233
Action,7.70647124
ScienceFiction,8.929418926
Comedy,8.279485725
Drama,7.59165508
Drama,7.127492152
Action,8.679616401
Adventure,7.841521931
Action,8.573125454
Comedy,7.819557122
Comedy,8.118681849
Adventure,8.772130472
Comedy,7.225542239
Drama,7.406081681
Action,8.519276206
Comedy,8.455114102
Comedy,7.37524834
Drama,7.372243983
Action,8.212052137
Comedy,7.534696675
Drama,6.285328851
Adventure,7.936361989
Action,7.886112346
ScienceFiction,7.589608552
Comedy,7.660316108
Action,5.155336037
Action,8.044554169
Comedy,7.350251004
Drama,7.963668937
Action,7.965552919
Action,7.00717155
Drama,5.865159665
Comedy,8.039212738
Action,6.491718789
Animation,7.289546725
Adventure,8.022495457
Action,7.176322561
Comedy,6.019600602
Drama,7.916278458
Action,7.930274608
Comedy,8.012223006
Drama,6.877102334
Comedy,6.431030677
Comedy,6.283119556
Adventure,7.748089687
Action,7.360678636
Comedy,7.270392084
Action,7.718534912
Drama,7.269939651
Action,7.092803497
Thriller,8.349058477
Drama,7.783480701
Drama,7.188399053
Action,7.647719701
Adventure,8.284324306
Action,7.198248658
Action,4.964146444
Drama,7.441080138
Comedy,7.919464511
Comedy,7.045249847
Comedy,7.484677141
Drama,8.25052676
Comedy,7.716294632
Drama,7.401818124
Drama,7.737192643
Action,6.703178963
Comedy,7.064016169
Action,8.153510188
Comedy,7.096311142
Action,7.074665289
Drama,5.829251011
Drama,7.986278947
Animation,8.497527657
Comedy,6.469120985
Drama,7.666915852
Comedy,7.706013364
Drama,7.973127854
Drama,7.759509778
Drama,8.083316059
Adventure,8.952269734
Drama,8.270536492
Drama,7.500656565
Drama,6.836133453
Comedy,7.85750589
Drama,7.930981482
Thriller,6.525961044
Adventure,8.874369871
Adventure,8.740362689
Drama,8.210165866
Action,7.237976912
Comedy,4.929250285
Adventure,7.080487555
Drama,8.115140724
Comedy,7.580449785
Drama,7.12549327
Comedy,7.949065687
Comedy,8.111201433
Comedy,8.305407506
Comedy,7.606837318
Comedy,7.576245081
Comedy,7.268687982
Drama,7.484812332
Drama,7.376637316
Action,6.381190918
Animation,7.708027962
Drama,6.574300447
Comedy,6.048410726
Drama,7.017967195
Comedy,7.068875545
Drama,6.390198477
Comedy,7.394337996
Drama,6.59320341
Drama,6.846473751
Drama,5.404024217
Comedy,6.949166849
Action,7.434018998
Drama,5.930883857
Drama,4.980852939
Drama,5.802139945
Drama,6.642091995
Comedy,4.10591874
Comedy,6.149458679
Comedy,6.23576901
Drama,4.012373167
Drama,5.581403462
Action,6.851013607
Drama,5.899603848
Action,5.818603922
Drama,7.380211242
Action,5.884971424
Drama,6.685853119
Drama,6.305138255
Comedy,5.184151776
Comedy,5.389166084
Drama,1.880813592
Drama,6.711970459
Drama,6.602059991
Drama,6.853277217
Drama,6.491361694
Comedy,7.519218228
Comedy,6.77815125
Drama,5.843033967
Thriller,4.213358354
Drama,5.551403638
Drama,3.447158031
Action,6.929418926
Drama,6.30643189
Action,6.917128975
Comedy,6.382304195
Animation,6.884224121
Comedy,6.815456674
Drama,7.447158031
Drama,7.629893059
Adventure,7.584330783
Action,7.021036938
Drama,7.242963393
Comedy,8.140693606
Comedy,7.056904851
Adventure,7.844071987
Thriller,7.918030337
Drama,7.166004433
Comedy,5.05607738
Adventure,8.080828416
Comedy,7.686175154
Action,6.977723605
Drama,7.757635311
ScienceFiction,7.492344203
Comedy,7.581607285
Action,7.817332103
Comedy,8.108588317
Action,6.826074803
Animation,8.820162549
Action,8.122252046
Comedy,7.530060791
Drama,6.421050342
Comedy,7.786133007
Drama,7.84509804
Drama,7.750576897
Comedy,7.932384497
Drama,7.277573117
Drama,7.325732408
Action,6.262770879
Comedy,7.126080634
Drama,6.317596008
Comedy,8.251060285
Action,7.891650872
Comedy,6.864156559
Adventure,8.599719375
Comedy,7.942147863
Drama,7.88244539
Comedy,8.535796809
Adventure,8.259294731
Thriller,8.88525968
Adventure,8.662152754
Animation,8.664626135
Drama,8.076233749
Comedy,7.9041635
Comedy,8.375995012
Comedy,8.513951143
Adventure,9.027618588
Comedy,8.115382049
Comedy,7.429564573
Drama,7.626188071
Drama,7.781571137
Drama,6.843311654
Action,8.199942377
Animation,8.151376789
Action,7.329465063
Adventure,8.59226693
Comedy,8.002266223
Drama,8.131394666
Comedy,8.006872852
Animation,8.146670583
Action,7.792545865
Comedy,7.49947952
Comedy,8.212097478
Action,8.759275549
Drama,8.212043421
Comedy,7.729595824
Action,8.214299339
Drama,8.487247706
Comedy,7.612886264
Action,7.632771419
Animation,7.862006084
Action,7.102821173
Drama,6.691234043
Comedy,7.058791756
Comedy,7.585517229
Drama,8.091259296
Comedy,7.282847901
Comedy,7.114702904
Drama,7.761980071
Action,6.84509804
Drama,7.359627161
Drama,7.225406289
Action,7.575158633
Drama,5.794352788
Adventure,5.694870958
Drama,7.184830213
Comedy,6.97883489
Drama,7.691180564
Action,7.220818807
Action,7.617847658
Action,8.079815179
Action,7.250420002
Action,7.862004365
Drama,6.97547303
Drama,5.988347109
Comedy,8.417592488
Action,7.740455319
Adventure,8.295146955
Comedy,7.250604636
Drama,8.46216934
Comedy,7.58397945
Adventure,7.379085504
Drama,6.829618795
Comedy,7.615293887
Action,7.345679648
Drama,6.061199821
Drama,7.126818653
Drama,7.00767657
Drama,7.681494231
Drama,7.844848255
Drama,8.040112834
Drama,7.322219295
Action,6.632656172
Adventure,7.809285693
Comedy,7.926857336
Comedy,7.623911653
Drama,7.078892127
Comedy,6.743668481
Adventure,8.777460144
Animation,8.584710623
Comedy,6.665585212
Action,8.256615653
Comedy,7.674227784
Comedy,5.763822423
Comedy,8.288179223
Comedy,7.127286095
Comedy,6.784368197
Drama,8.232685939
Comedy,8.158362492
Drama,8.192347552
Drama,6.35814223
Comedy,5.872346854
Drama,7.638941925
Drama,7.777488917
Drama,8.190157049
Comedy,7.127168058
Drama,7.694341068
Adventure,5.681525245
Action,7.836787462
Animation,7.580762832
Drama,7.545037808
Adventure,8.033199457
Comedy,6.890877822
Comedy,7.208400693
Action,7.756665732
Action,5.212187604
Drama,6.686400918
Adventure,7.046529852
Comedy,6.868376021
Drama,7.361041883
Comedy,6.583596261
Drama,7.037579709
Drama,5.217483944
Drama,6.953026183
Thriller,1.477121255
Action,8.6259402
Drama,1.322219295
Drama,6.308820007
Drama,6.310417995
Drama,7.304034365
Drama,7.41818637
Comedy,7.07086726
Drama,6.975343654
Comedy,4.951420095
Drama,6.744230378
Adventure,7.832508913
Comedy,6.490228529
Animation,5.975392743
Drama,6.052441909
Drama,6.912569778
Drama,6.638939292
Action,6.938796125
Thriller,6.224140285
Drama,6.360648501
Adventure,5.477121255
Adventure,6.855951599
Comedy,5.423570244
Comedy,7.467265684
Drama,5.582366808
Comedy,4.839704249
Drama,7.060779065
Action,5.15670358
Action,0.602059991
Comedy,5.573733529
Comedy,4.917510761
Drama,5.805500858
Drama,5.045322979
Action,7.367764934
Comedy,5.921403962
Comedy,5.389166084
Drama,6.344200238
Drama,3.857453117
Action,4.413299764
Drama,6.544068044
Drama,5.401012605
Drama,7.666484537
Comedy,0.301029996
Comedy,5.477121255
Drama,4.610212865
Drama,5.698970004
Drama,6.507180707
Comedy,2.309630167
Comedy,5.985073326
Drama,6.726998701
Drama,4.515714926
Drama,6.122246032
Drama,6.045544373
Drama,7.677935432
Adventure,6.540132057
Drama,5.404833717
Animation,2.935507266
Adventure,6.897627091
Drama,7.230448921
Drama,4.058995094
Action,6.593256264
Action,7.345881411
Comedy,6.123398171
Action,7.014414556
Drama,7.878010929
Adventure,7.025213015
Action,7.404832776
Adventure,8.1385776
Comedy,7.345950381
Action,7.938847644
Comedy,7.841894124
Comedy,7.980792148
Animation,8.794991632
Thriller,8.359339066
Drama,7.521546861
Comedy,7.499814095
Comedy,8.164044641
Thriller,7.889675959
Action,7.308397087
Action,7.881195381
Action,8.404192791
Adventure,7.436122095
Drama,7.571844711
Comedy,7.12045037
Thriller,7.92503777
Drama,7.346789163
Action,7.980898305
Adventure,7.980498753
Thriller,7.797759456
Animation,8.228741546
ScienceFiction,7.505391528
Thriller,8.070998291
Adventure,7.488872948
Thriller,7.96072859
Action,6.936657378
Drama,6.760566998
Comedy,8.34059583
Drama,7.316190857
Adventure,8.982723388
Drama,7.619482174
Drama,6.470563217
Animation,8.173315992
Adventure,8.460969613
Action,7.398597849
Drama,7.277124712
Comedy,1.662757832
Action,8.583800998
Comedy,7.840778504
Adventure,8.85108079
Adventure,8.972301325
Comedy,8.269681525
Action,7.15637955
Adventure,8.132131643
Animation,8.721867351
Comedy,7.966615911
Action,8.646231286
Comedy,6.385043113
Comedy,8.084444812
Drama,5.857313194
Drama,6.67928032
Action,8.411657129
Action,7.403172668
Comedy,7.613821375
Comedy,7.134179499
Thriller,7.937811458
Comedy,7.260009294
ScienceFiction,7.178156881
Action,7.606946902
Drama,6.492318189
Comedy,7.678865121
Action,7.229795942
Comedy,7.296141945
Comedy,4.30920418
Action,7.428469153
Drama,8.111484515
Drama,6.07400522
Comedy,6.981206586
Drama,4.667210054
Thriller,7.741248977
Drama,5.661085414
Drama,5.616427198
Comedy,7.772263953
Adventure,7.750162225
Comedy,8.169911037
Comedy,6.759033538
Comedy,8.106417508
Comedy,7.834915498
Adventure,7.386982947
Drama,7.739784978
Drama,7.870623707
Drama,7.968444818
Drama,5.535085153
Comedy,7.052834824
Drama,7.393551865
Drama,6.454714095
Action,7.167665606
Drama,6.911663973
Drama,7.250531367
Comedy,7.741818851
Comedy,6.011865934
Drama,8.425640233
Drama,7.296174621
Comedy,4.266678465
Action,7.800826133
Action,7.990509115
Adventure,8.291670434
Comedy,7.841826436
Drama,6.663475524
Drama,4.345099146
Comedy,3.942900541
ScienceFiction,7.756607129
Comedy,8.532101367
Action,7.999851242
Comedy,7.576427095
Thriller,7.157572353
Adventure,8.570817047
Drama,8.767414888
Comedy,8.557948049
Drama,6.602181685
Comedy,8.364385095
Drama,7.338192211
Drama,5.893263396
Drama,8.243961498
Drama,7.864962033
Drama,8.181843588
Action,8.660261187
Drama,7.887666302
Comedy,8.075548458
Comedy,7.262857926
Drama,7.910108959
Drama,7.480382747
Drama,8.195443927
Comedy,6.763427994
Drama,7.45377686
Action,5.397774945
Comedy,7.51851394
Drama,4.782766354
Drama,5.487245875
Drama,4.188225173
Action,7.541416478
Adventure,6.733257388
Comedy,6.836972478
Comedy,5.539818534
Drama,1.963787827
Comedy,6.810453374
Drama,5.342720663
Comedy,4.921155636
Drama,5.675771928
Drama,7.168005545
Drama,6.923261069
Comedy,5.185272939
Drama,4.499357113
Comedy,6.84509804
Adventure,6.435407623
Action,0.77815125
Comedy,6.243543521
Comedy,5.523632027
Action,5.958490778
ScienceFiction,5.742880601
Comedy,5.957825576
Comedy,5.238211756
Animation,5.349935757
Thriller,5.083248132
Action,6.785404299
Drama,6.662757832
Drama,7.491361694
Drama,6.579783597
Comedy,5.638489257
Comedy,5.848804701
Action,6.105565362
Drama,4.856753051
Drama,7.285557309
Drama,4.651781813
Animation,6.72427587
Drama,4.207795885
Comedy,6.670632185
Action,7.079181246
Adventure,7.625708014
Action,7.174962626
Comedy,6.041976616
Drama,3.224533063
Drama,7.562292864
Drama,6.421743734
Comedy,5.607224411
Drama,4.578581911
Action,7.006945555
Drama,4.491361694
Comedy,7.745348381
Action,7.04812704
Action,7.278753601
Action,6.150142162
Comedy,8.204823293
Action,8.232396385
Action,7.588883379
Drama,7.511661614
Action,8.054016313
Comedy,7.927610704
Drama,7.750583723
Comedy,6.817914384
Adventure,8.205172042
Comedy,7.538244156
Comedy,7.639992058
Adventure,8.346805004
Comedy,7.743885635
Drama,8.179441167
Adventure,8.211760206
Action,7.113943352
Comedy,7.524692691
Comedy,7.835041257
Adventure,8.424881637
Thriller,7.81172776
Action,7.346576442
Animation,8.472958216
Comedy,7.621374308
Action,6.718595347
Comedy,6.824348589
Drama,7.205511916
Drama,5.617423939
Drama,9.001975209
Drama,7.61937961
Comedy,7.674874647
Drama,7.367568189
Drama,7.843999742
Comedy,7.024073508
Comedy,7.61594471
Drama,7.04949441
Drama,6.113943352
Adventure,8.000331423
Comedy,8.021904737
Action,7.412827216
Action,7.816704316
Comedy,7.638420593
Action,7.972877212
Action,8.106893036
Drama,7.258419075
Thriller,7.248985391
Comedy,7.805048311
Action,8.767285186
Comedy,7.927378992
Action,8.35570158
Adventure,6.56460275
Adventure,6.949390007
Comedy,8.230448921
Adventure,8.62288869
Action,6.112666656
Adventure,8.895773836
Comedy,8.618312555
Thriller,7.915880538
Adventure,8.800541511
Comedy,8.304482574
Comedy,5.381071739
Thriller,8.213262149
ScienceFiction,8.21408071
Drama,6.86923172
Animation,8.717097605
Action,8.412073976
Action,8.363020209
Drama,6.462394254
Drama,5.31103297
Comedy,8.785217073
Comedy,7.725845389
Drama,5.565420395
Action,8.00732975
Comedy,7.704580127
Thriller,6.772791693
Animation,7.804823027
Comedy,8.107575037
Drama,7.120715087
Drama,7.834861985
Thriller,6.47099494
Adventure,8.60328367
Drama,7.245512668
Comedy,6.60644457
Drama,7.984116011
Action,8.006999888
Adventure,8.106580496
Adventure,7.646917292
Action,5.288443742
Drama,7.173021468
Action,8.274325642
Thriller,7.834311601
Comedy,6.262431392
Action,6.308172625
Drama,7.046333161
Action,7.867835722
Comedy,6.94264736
Comedy,8.214101919
Action,7.149504975
Action,7.857987112
Drama,7.371637265
Comedy,6.794507286
Comedy,7.699035543
Action,7.591413428
Action,7.628260053
Action,7.864360155
Drama,7.441538479
Drama,7.305596268
Drama,6.969594486
Comedy,7.237702021
Drama,7.9262141
Comedy,7.518170804
Comedy,7.356160984
Action,8.054153616
Adventure,7.252101415
Action,7.931543831
Comedy,7.624334817
Drama,7.469917168
Adventure,7.580986468
Comedy,6.84509804
Drama,7.278753601
Thriller,7.493434739
Drama,6.99093775
Action,7.410591923
Drama,7.58133375
Drama,7.297650644
Drama,8.577389009
Adventure,8.76796485
Comedy,7.965582316
Drama,5.44230884
Drama,6.866664922
Comedy,7.273138742
Action,5.592631917
Adventure,8.174006299
Drama,7.459612294
Drama,7.695078734
Animation,8.491333666
Adventure,8.593968685
Action,8.037345006
Comedy,8.214138068
Drama,7.52447813
Animation,7.477121255
Drama,6.435282668
Action,7.003864178
Drama,6.044360204
Drama,8.367530832
Drama,7.706779501
Drama,8.431296569
Drama,8.053152575
Drama,8.225742561
Drama,7.650346336
Comedy,8.354091102
Drama,8.301628909
Comedy,6.583214309
Drama,7.876366197
Comedy,4.841966058
Comedy,7.341876232
Action,7.708889948
Comedy,8.387536422
Animation,8.272953828
Drama,7.17258609
Drama,7.340217945
Drama,6.301029996
Adventure,7.706522733
Drama,7.492137687
Adventure,7.759595134
Drama,5.746634199
Drama,6.498059831
Drama,7.844678352
Drama,7.051552507
Drama,7.371990911
Adventure,0.477121255
Adventure,6.951175381
Comedy,7.208827562
Drama,5.27114897
Action,4.651975427
Drama,5.582261138
Comedy,5.954574859
Adventure,6.742785127
Drama,7.62324929
Action,7.339150113
Comedy,5.219814971
Comedy,7.62262213
Drama,6.35424524
Adventure,6.849439684
Drama,5.929712614
Comedy,4.842384546
Comedy,6.905777861
Drama,5.031646756
Drama,6.058371355
Action,4.604647179
Action,7.397940009
Adventure,5.967409429
Drama,5.062976618
Drama,5.501059262
Drama,5.255134957
Drama,4.750500681
Thriller,7.880813592
Drama,7.225577608
Drama,5.7243152
Drama,6.407715612
Action,6.511883361
Drama,5.149179069
ScienceFiction,6.698970004
Action,6.544068044
Action,7.359773425
Drama,5.371865492
ScienceFiction,7.494778555
Comedy,7.031156581
Action,5.823503572
Animation,6.652914389
Drama,5.967209488
Animation,6.579783597
Drama,5.606461982
Drama,7.146128036
Thriller,7.045136544
Comedy,6.726727209
Drama,7.045322979
Drama,6.982271233
Drama,7.301029996
Comedy,6.903089987
Comedy,6.585238901
Comedy,4.309630167
Drama,7.041392685
Comedy,7.251655519
Comedy,6.987375745
Drama,5.436380535
Action,8.267779276
Adventure,7.441464262
Comedy,8.059425046
Action,8.26314619
Drama,7.633988762
Drama,7.619344293
Animation,8.095505487
Action,7.657680052
Drama,7.779317869
Comedy,8.248609375
Comedy,7.863527823
Comedy,7.788585362
Action,7.105993634
Comedy,7.95668858
Drama,7.173169275
Comedy,7.880075991
Comedy,7.962070797
Thriller,7.889457079
Action,8.191580562
Drama,8.018474482
Action,5.699103746
Animation,8.581505778
Comedy,7.380343754
Comedy,7.234628045
Comedy,8.03475974
Action,8.560103108
Comedy,6.788860357
Drama,7.560489887
Comedy,8.134392212
Drama,8.503969061
Action,7.943416326
Action,7.538580985
ScienceFiction,6.989454445
Drama,7.437907277
Adventure,8.57178202
Comedy,6.00344416
Drama,6.707719684
ScienceFiction,8.586227621
Thriller,6.612783857
Thriller,8.552197706
Adventure,5.977153162
Comedy,6.386437964
Action,8.569786938
Adventure,8.616061681
Drama,7.501335342
Animation,8.86634588
Comedy,7.269491976
Comedy,8.662068663
Drama,5.898652245
Comedy,7
Comedy,7.46255996
Adventure,7.836886125
Thriller,8.176571977
Comedy,8.501572756
Comedy,7.794891481
ScienceFiction,8.922360657
Comedy,7.54528008
Animation,8.947770252
Drama,7.980979437
Comedy,7.783351317
Adventure,8.970327903
Adventure,7.808566145
Drama,6.971564679
Comedy,8.312386637
Thriller,7.35893634
Adventure,7.762536446
ScienceFiction,8.323911008
Drama,7.868234868
Adventure,8.026549557
Comedy,6.303828025
Comedy,8.191856834
Adventure,8.480680895
Action,7.237551931
Drama,6.357438554
Drama,8.005308344
Comedy,6.716920073
Comedy,7.185972581
Comedy,6.112930265
Action,7.511537391
Drama,5.053926986
Comedy,6.806535746
Comedy,7.310805344
Action,7.685097099
Action,7.314821766
Comedy,7.837142287
Comedy,7.499082787
Drama,7.549307726
Comedy,7.035381022
Action,7.61096385
Animation,8.385585659
Drama,7.557904189
Drama,6.64738835
Comedy,5.470924753
Action,2.127104798
Comedy,7.497348996
Drama,6.824172191
Drama,7.220971501
Comedy,7.503964815
Action,8.087940247
Comedy,8.010263405
Action,7.086574362
Drama,7.416588123
Comedy,8.235136496
Comedy,7.60320439
Comedy,7.461986091
Drama,8.102744825
Adventure,7.284622886
Animation,6.236885011
Comedy,7.080373303
Drama,8.213969082
Adventure,7.449781775
Action,7.026505523
Action,5.47210818
Comedy,5.366856102
Animation,7.644350609
Adventure,7.667182233
Drama,6.759931363
Animation,8.512195758
Action,7.204119983
Action,8.886295302
Thriller,7.522881321
Drama,7.677031396
Drama,7.024859132
Adventure,8.851152797
Drama,6.182203732
Action,7.781485001
Drama,4.683929147
Action,7.285568177
Drama,7.636671896
Drama,8.490251156
Comedy,7.964821868
ScienceFiction,8.020964918
Comedy,6.368504814
Drama,8.087191921
Action,7.360635459
Comedy,7.930848465
Drama,3.72427587
Action,9.445287331
Drama,7.730988194
Comedy,8.340649622
Action,8.719355056
Drama,7.596183913
Comedy,8.646540958
Action,6.763609311
Drama,7.679440516
Action,7.638470367
Comedy,6.394370768
Drama,7.252192498
Drama,7.84509804
Drama,4.748188027
Comedy,7.027432585
Drama,6.372516541
Drama,5.299803555
Drama,6.216101215
Drama,7.826044032
Comedy,6.15512309
Drama,4.257390549
Adventure,7.591526551
Action,6.943809735
Thriller,7.266459371
Thriller,7.014089685
Comedy,5.993487814
Comedy,4.257606586
Action,6.916453949
Drama,6.927342539
Adventure,5.942199597
Action,7.146128036
Drama,4.647988994
Adventure,4.486260412
Drama,5.042169771
Drama,7.027451461
Adventure,6.892651034
Comedy,6.701117225
Comedy,5.25084433
ScienceFiction,6.549886778
Comedy,5.872048998
Drama,7.437944209
Comedy,6.846505848
Drama,5.362859303
Comedy,5.048173686
Comedy,0.84509804
Comedy,4.908538632
Drama,7.316378244
Animation,7.614496901
Drama,7.165285201
Animation,4.907239329
Comedy,3.957559402
Action,7.33243846
Drama,5.877260742
Comedy,7.68770728
Animation,5.39194728
Comedy,6.024049512
Adventure,7.126474322
Action,6.973127854
Comedy,5.602769483
Drama,4.3165574
Drama,6.766239839
Drama,6.477988976
Drama,5.547540886
Drama,4
Action,7.130333768
Action,7.053141815
Animation,7.72427587
Adventure,5.431701417
Action,6.768924404
Adventure,4.490730808
Drama,4.052155067
Action,6.593725678
Drama,7.041392685
Action,7.258397804
Animation,7.704777285
Comedy,6.95962291
Comedy,6.112605002
Drama,7.225719909
Drama,6.395168201
Comedy,6.819543936
Action,7.255272505
Drama,7.414973348
Drama,4.732859974
Thriller,6.2734925
Action,6.568718813
Comedy,7.244673867
Comedy,5.206364362
Drama,6.232700639
Drama,4.704630893
Action,8.196197623
Drama,7.179962138
Comedy,8.335429122
Drama,8.469533659
Adventure,8.355062855
Action,7.744948265
Thriller,7.779757324
Action,7.655489409
Drama,8.060611366
Comedy,8.051007764
Drama,7.626805829
Action,7.72285261
Comedy,6.789155163
Comedy,7.697052519
Drama,7.748443015
Thriller,6.486552319
Comedy,7.33059695
Action,8.133538908
Action,7.265051217
ScienceFiction,7.810046
Adventure,8.366820904
Action,7.983124972
Comedy,8.182596892
Drama,6.557073292
Drama,6.476514411
Comedy,7.690646856
Comedy,7.879098737
Action,7.372543801
Adventure,8.795138187
Action,6.78604121
Comedy,6.630427875
Comedy,7.59483631
Action,8.492298674
Action,6
Drama,7.219223949
Action,7.991934386
Drama,7.282225017
Adventure,8.52524524
Comedy,8.45991648
Comedy,7.954385591
Comedy,7.889172841
Action,7.022799405
Thriller,8.248558791
Animation,9.028152088
Drama,7.140869375
Comedy,8.876564714
Adventure,8.84416103
Action,8.503113422
Action,8.101227304
Animation,8.735210723
Action,8.916734314
Comedy,8.433658149
Action,8.418185958
Action,8.553703928
Comedy,7.540402685
Action,6.82145968
Action,8.46735511
Comedy,7.936452701
Comedy,7.969632018
Action,7.556302501
Drama,7.682963271
Action,8.231553503
Thriller,8.438495506
Action,7.678195579
Drama,6
Adventure,6.833452414
Comedy,7.920061545
Comedy,7.697496177
Action,7.49593127
Drama,8.202193444
Comedy,7.623723095
Action,8.477451315
Drama,8.352028683
Comedy,7.874784993
Drama,8.310892927
Drama,5.790285164
Drama,8.129522396
Animation,8.146355639
Comedy,8.051089841
Comedy,6.812327667
Drama,4.255272505
Drama,7.382838236
Drama,7.779966934
Comedy,7.505221197
Comedy,8.023705553
Drama,6.976795418
Drama,6.62767078
Drama,6.828207324
Drama,4.741348602
Drama,6.975672189
Animation,6.748376516
ScienceFiction,5.732359176
Drama,6.838849091
Comedy,4.991301406
Comedy,8.069017541
Action,7.855306875
Drama,7.297321772
Drama,7.617252736
Drama,4.799237134
Drama,8.022005976
Drama,5.423766715
Comedy,8.325886634
Adventure,7.552582079
Animation,8.507703718
Drama,8.515613892
Comedy,5.730782276
Drama,7.383616514
Action,8.224806103
Comedy,7.769267852
Action,6.538201987
Drama,7.400499756
Adventure,8.979687594
Drama,8.617222204
Animation,8.772171245
Drama,7.971354762
Comedy,5.0927908
Comedy,5.656173933
Comedy,4.946132813
Drama,6.666902311
ScienceFiction,7.824913205
Drama,8.012077633
Adventure,8.618765625
Action,8.445185848
Drama,6.520832138
Action,7.217613845
Drama,8.401877532
Adventure,8.60212813
Comedy,7.258260332
Comedy,7.687251593
Comedy,6.927077706
Drama,6.688649101
Drama,6.71003761
Comedy,8.492272176
Comedy,8.375449109
Action,6.507675912
Drama,7.951918972
Comedy,6.738526327
Comedy,8.304456362
Drama,6.883373911
Drama,7.308527043
Adventure,7.044836336
Action,6.369283224
Drama,5.84084665
Comedy,5.978262253
Drama,5.543942701
Drama,4.315256425
Thriller,5.758009833
Drama,4.624746058
Drama,5.633509863
Drama,7.568201724
Drama,7.312371899
Comedy,6.638408081
Comedy,5.333600409
Drama,7.246406517
Drama,7.799531328
Comedy,6.20709554
Comedy,5.510729948
Drama,4.682433908
Drama,6.576417028
Drama,5.942653803
Drama,1.633468456
Adventure,7.244404322
Action,6.943828567
Drama,6.681248476
Comedy,4.955567497
Action,6.830917056
Comedy,7.816802397
Drama,5.319053983
Drama,6.851493049
Action,7.634071907
Comedy,5.751052657
Adventure,6.646478716
Drama,8.008600172
Comedy,6.417433992
Drama,6.726965557
Action,1
Comedy,7.7786764
Action,7.839199501
Comedy,4.172310969
Comedy,4.040087843
Drama,4.684827415
Drama,5.887335367
Comedy,6.587374172
Comedy,6.914883177
Drama,5.583137538
Drama,4.521726337
Drama,7.659311074
Comedy,4.347720217
Thriller,3.904174368
Comedy,6.929418926
Action,7.792391689
Drama,4.805711498
Comedy,5.929926498
Drama,7.243333417
Drama,6.588718996
Comedy,7.357401537
Action,7.7136861
Animation,5.491323867
Drama,5.930610832
ScienceFiction,7.049694477
Action,4.642266619
Drama,4.741064889
Action,6.065940668
Comedy,7.686023446
Comedy,4.500359992
Drama,7.258733755
Action,7.222716471
Animation,6.84509804
Drama,6.683047038
Comedy,1.397940009
Comedy,7.332856777
Drama,5.263967284
Drama,4.174466859
Drama,7.181054513
Drama,2.606381365
Drama,4.079181246
Drama,5.126361974
Comedy,5.725769565
Comedy,7.079392479
Animation,7.215939799
Comedy,6.767155866
Drama,6.230448921
Comedy,5.716003344
Action,6.62324929
Comedy,6.770852012
Drama,6.163968662
Comedy,7
Comedy,6.698970004
Drama,7.079181246
Action,6.986771734
Action,2.29666519
Comedy,4.02011257
Animation,7.278995481
Action,6.360660995
Comedy,7.008530211
Adventure,6.736077637
Drama,7.63513749
Action,8.357586601
Adventure,7.944975908
Action,8.242596892
Comedy,7.826804478
Thriller,8.209111241
Comedy,8.169616955
Drama,7.982486667
Comedy,6.397940009
Action,8.116562576
Action,8.035867055
Comedy,6.836393876
Animation,8.278095791
Adventure,7.9892364
Animation,8.390448642
Comedy,6.840612142
ScienceFiction,8.106766556
Action,7.70817272
Comedy,7.919918314
Adventure,7.433322352
Action,8.159846297
Action,8.306353724
Adventure,7.590983954
Thriller,8.168299139
Drama,7.540462459
Action,7.953240073
Comedy,6.242903272
Action,5.874164533
Drama,7.027528386
Animation,8.264708582
Action,7.804698664
Comedy,7.660252453
Animation,8.685415456
Drama,7.338800964
Adventure,8.652562147
Drama,6.665334696
Drama,8.057499618
